-100.00,-93.16,-86.45,-79.98,-73.84,-68.09,-62.75,-57.84,-53.33,-49.21,-45.45,-42.02,-38.89,-36.02,-33.40,-30.99,-28.78,-26.74,-24.86,-23.12,-21.50,-20.01,-18.62,-17.32,-16.11,-14.98,-13.92,-12.93,-12.00,-11.13,-10.30,-9.52,-8.79,-8.09,-7.43,-6.80,-6.20,-5.62,-5.07,-4.55,-4.04,-3.55,-3.07,-2.61,-2.16,-1.72,-1.28,-0.85,-0.42,0.00
-100.00,-93.68,-87.47,-81.43,-75.66,-70.19,-65.06,-60.28,-55.85,-51.75,-47.98,-44.51,-41.31,-38.36,-35.64,-33.14,-30.82,-28.68,-26.70,-24.86,-23.15,-21.55,-20.07,-18.68,-17.39,-16.18,-15.04,-13.98,-12.97,-12.03,-11.14,-10.30,-9.51,-8.75,-8.04,-7.36,-6.71,-6.09,-5.49,-4.92,-4.37,-3.84,-3.33,-2.83,-2.34,-1.86,-1.39,-0.92,-0.46,0.00
-100.00,-94.11,-88.30,-82.63,-77.17,-71.95,-67.02,-62.37,-58.03,-53.98,-50.21,-46.71,-43.47,-40.47,-37.68,-35.10,-32.70,-30.47,-28.40,-26.47,-24.67,-22.99,-21.42,-19.96,-18.59,-17.30,-16.09,-14.96,-13.89,-12.88,-11.93,-11.04,-10.19,-9.38,-8.62,-7.89,-7.19,-6.53,-5.89,-5.28,-4.69,-4.12,-3.57,-3.03,-2.51,-1.99,-1.49,-0.99,-0.49,0.00
-100.00,-94.46,-88.99,-83.63,-78.43,-73.44,-68.68,-64.17,-59.91,-55.91,-52.17,-48.67,-45.40,-42.35,-39.51,-36.87,-34.40,-32.10,-29.95,-27.94,-26.07,-24.32,-22.67,-21.14,-19.69,-18.34,-17.07,-15.87,-14.74,-13.68,-12.67,-11.72,-10.82,-9.97,-9.16,-8.38,-7.65,-6.94,-6.26,-5.61,-4.99,-4.38,-3.80,-3.22,-2.67,-2.12,-1.58,-1.05,-0.52,0.00
-100.00,-94.76,-89.56,-84.46,-79.49,-74.70,-70.10,-65.70,-61.54,-57.60,-53.88,-50.39,-47.11,-44.04,-41.16,-38.46,-35.94,-33.58,-31.36,-29.29,-27.35,-25.53,-23.82,-22.22,-20.72,-19.30,-17.97,-16.71,-15.53,-14.41,-13.36,-12.36,-11.41,-10.51,-9.66,-8.84,-8.07,-7.32,-6.61,-5.92,-5.26,-4.63,-4.01,-3.40,-2.82,-2.24,-1.67,-1.11,-0.55,0.00
-100.00,-95.00,-90.04,-85.15,-80.39,-75.76,-71.30,-67.02,-62.94,-59.05,-55.37,-51.90,-48.61,-45.52,-42.62,-39.88,-37.31,-34.90,-32.64,-30.51,-28.51,-26.63,-24.87,-23.21,-21.65,-20.18,-18.79,-17.48,-16.25,-15.09,-13.98,-12.94,-11.95,-11.01,-10.12,-9.27,-8.45,-7.67,-6.93,-6.21,-5.52,-4.85,-4.20,-3.57,-2.95,-2.35,-1.75,-1.16,-0.58,0.00
-100.00,-95.20,-90.44,-85.74,-81.13,-76.65,-72.32,-68.14,-64.13,-60.31,-56.67,-53.21,-49.93,-46.83,-43.90,-41.14,-38.53,-36.08,-33.77,-31.60,-29.55,-27.62,-25.81,-24.10,-22.49,-20.97,-19.53,-18.18,-16.90,-15.70,-14.55,-13.47,-12.44,-11.47,-10.54,-9.65,-8.81,-8.00,-7.22,-6.47,-5.75,-5.05,-4.38,-3.72,-3.08,-2.45,-1.83,-1.21,-0.61,0.00
-100.00,-95.37,-90.77,-86.22,-81.76,-77.41,-73.18,-69.09,-65.15,-61.38,-57.77,-54.33,-51.06,-47.96,-45.02,-42.23,-39.60,-37.12,-34.77,-32.56,-30.47,-28.50,-26.64,-24.89,-23.23,-21.67,-20.20,-18.81,-17.49,-16.24,-15.06,-13.95,-12.88,-11.87,-10.91,-10.00,-9.12,-8.28,-7.48,-6.70,-5.96,-5.24,-4.54,-3.85,-3.19,-2.53,-1.89,-1.26,-0.63,0.00
-100.00,-95.51,-91.04,-86.63,-82.28,-78.03,-73.90,-69.89,-66.01,-62.29,-58.71,-55.29,-52.03,-48.93,-45.98,-43.18,-40.53,-38.01,-35.64,-33.39,-31.27,-29.26,-27.37,-25.58,-23.89,-22.29,-20.78,-19.35,-18.00,-16.72,-15.51,-14.36,-13.27,-12.23,-11.24,-10.30,-9.40,-8.54,-7.71,-6.91,-6.14,-5.40,-4.68,-3.97,-3.29,-2.61,-1.95,-1.30,-0.65,0.00
-100.00,-95.62,-91.27,-86.96,-82.71,-78.55,-74.49,-70.54,-66.72,-63.04,-59.49,-56.10,-52.85,-49.74,-46.79,-43.98,-41.31,-38.78,-36.37,-34.10,-31.95,-29.91,-27.99,-26.17,-24.45,-22.82,-21.28,-19.82,-18.44,-17.14,-15.90,-14.72,-13.61,-12.54,-11.53,-10.56,-9.64,-8.76,-7.91,-7.09,-6.30,-5.54,-4.80,-4.08,-3.37,-2.68,-2.00,-1.33,-0.66,0.00
